country,date,new_infections,new_infections_smooth,new_deaths,new_deaths_smooth,total_deaths_per_million,traffic_retail,traffic_supermarket,traffic_parks,traffic_transit_stations,traffic_workplaces,traffic_residential
United Kingdom,2020-03-20,999.0,592,46.0,21,2.386,-28.0,10.0,6.0,-40.0,-29.0,13.0
United Kingdom,2020-03-21,1055.0,673,32.0,26,2.858,-50.0,1.0,2.0,-46.0,-25.0,11.0
United Kingdom,2020-03-22,1255.0,784,58.0,31,3.7119999999999997,-56.0,-14.0,20.0,-46.0,-30.0,9.0
United Kingdom,2020-03-23,1198.0,904,36.0,35,4.242,-45.0,-8.0,1.0,-53.0,-45.0,17.0
United Kingdom,2020-03-24,1378.0,1037,76.0,42,5.362,-71.0,-24.0,-14.0,-64.0,-58.0,24.0
United Kingdom,2020-03-25,2338.0,1284,148.0,61,7.542000000000001,-73.0,-26.0,-12.0,-68.0,-64.0,26.0
United Kingdom,2020-03-26,2375.0,1514,191.0,83,10.356,-74.0,-28.0,-11.0,-70.0,-66.0,27.0
United Kingdom,2020-03-27,2692.0,1755,181.0,103,13.022,-76.0,-29.0,-26.0,-71.0,-66.0,28.0
United Kingdom,2020-03-28,3087.0,2046,288.0,139,17.264,-83.0,-39.0,-54.0,-74.0,-57.0,20.0
United Kingdom,2020-03-29,3197.0,2323,292.0,173,21.566,-85.0,-46.0,-52.0,-75.0,-55.0,15.0
United Kingdom,2020-03-30,2822.0,2555,212.0,198,24.688000000000002,-74.0,-32.0,-33.0,-73.0,-69.0,27.0
United Kingdom,2020-03-31,2858.0,2767,374.0,240,30.198,-74.0,-30.0,-21.0,-72.0,-70.0,27.0
United Kingdom,2020-04-01,4273.0,3043,403.0,277,36.134,-75.0,-32.0,-29.0,-73.0,-69.0,28.0
United Kingdom,2020-04-02,4514.0,3349,672.0,346,46.033,-75.0,-32.0,-24.0,-73.0,-70.0,29.0
United Kingdom,2020-04-03,4913.0,3666,657.0,414,55.711000000000006,-76.0,-30.0,-25.0,-72.0,-69.0,29.0
United Kingdom,2020-04-04,4868.0,3920,736.0,478,66.553,-81.0,-36.0,-38.0,-72.0,-57.0,19.0
United Kingdom,2020-04-05,4911.0,4165,756.0,544,77.689,-82.0,-41.0,-29.0,-70.0,-54.0,15.0
United Kingdom,2020-04-06,4020.0,4336,599.0,599,86.51299999999999,-73.0,-31.0,-20.0,-72.0,-70.0,27.0
United Kingdom,2020-04-07,3592.0,4441,567.0,627,94.865,-73.0,-29.0,-7.0,-69.0,-70.0,27.0
United Kingdom,2020-04-08,5282.0,4585,1105.0,727,111.14200000000001,-73.0,-27.0,-14.0,-70.0,-70.0,27.0
United Kingdom,2020-04-09,5450.0,4719,1030.0,778,126.315,-71.0,-20.0,-13.0,-70.0,-70.0,27.0
United Kingdom,2020-04-10,5131.0,4750,1116.0,844,142.754,-78.0,-33.0,-18.0,-75.0,-80.0,32.0
United Kingdom,2020-04-11,4858.0,4749,1122.0,899,159.282,-81.0,-32.0,-37.0,-70.0,-57.0,19.0
United Kingdom,2020-04-12,4313.0,4663,843.0,911,171.7,-89.0,-63.0,-33.0,-71.0,-58.0,16.0
United Kingdom,2020-04-13,3579.0,4600,657.0,920,181.378,-78.0,-41.0,-21.0,-78.0,-83.0,31.0
United Kingdom,2020-04-14,3489.0,4586,724.0,942,192.043,-71.0,-26.0,-10.0,-69.0,-70.0,27.0
United Kingdom,2020-04-15,4178.0,4428,1076.0,938,207.893,-72.0,-27.0,-6.0,-69.0,-69.0,27.0
United Kingdom,2020-04-16,4326.0,4267,880.0,916,220.856,-73.0,-27.0,-7.0,-70.0,-69.0,28.0
United Kingdom,2020-04-17,5065.0,4258,1036.0,905,236.11599999999999,-75.0,-30.0,-33.0,-71.0,-68.0,29.0
United Kingdom,2020-04-18,5292.0,4320,913.0,875,249.565,-81.0,-37.0,-47.0,-71.0,-54.0,19.0
United Kingdom,2020-04-19,4956.0,4412,1105.0,913,265.843,-80.0,-40.0,-12.0,-66.0,-49.0,14.0
United Kingdom,2020-04-20,4721.0,4575,432.0,880,272.20599999999996,-71.0,-30.0,-2.0,-68.0,-67.0,25.0
United Kingdom,2020-04-21,3853.0,4627,570.0,858,280.603,-72.0,-28.0,2.0,-67.0,-67.0,26.0
United Kingdom,2020-04-22,4854.0,4723,1224.0,880,298.633,-72.0,-28.0,1.0,-67.0,-66.0,27.0
United Kingdom,2020-04-23,4760.0,4785,847.0,875,311.11,-72.0,-27.0,6.0,-67.0,-66.0,27.0
United Kingdom,2020-04-24,5487.0,4846,682.0,824,321.156,-73.0,-26.0,-4.0,-66.0,-65.0,27.0
United Kingdom,2020-04-25,5158.0,4827,1010.0,838,336.034,-78.0,-32.0,-23.0,-65.0,-51.0,18.0
United Kingdom,2020-04-26,4970.0,4829,815.0,797,348.039,-78.0,-37.0,-10.0,-64.0,-48.0,14.0
United Kingdom,2020-04-27,3748.0,4690,364.0,787,353.401,-69.0,-29.0,-3.0,-66.0,-65.0,25.0
United Kingdom,2020-04-28,3473.0,4635,320.0,751,358.115,-74.0,-33.0,-42.0,-71.0,-66.0,25.0
United Kingdom,2020-04-29,4706.0,4614,969.0,715,372.389,-73.0,-30.0,-31.0,-69.0,-66.0,27.0
United Kingdom,2020-04-30,4729.0,4610,769.0,704,383.717,-74.0,-28.0,-31.0,-69.0,-66.0,27.0
United Kingdom,2020-05-01,5442.0,4603,634.0,697,393.056,-74.0,-27.0,-22.0,-67.0,-64.0,27.0
United Kingdom,2020-05-02,4966.0,4576,698.0,652,403.338,-78.0,-30.0,-18.0,-63.0,-49.0,17.0
United Kingdom,2020-05-03,4737.0,4543,584.0,619,411.941,-79.0,-37.0,-21.0,-64.0,-46.0,14.0
United Kingdom,2020-05-04,3229.0,4468,253.0,603,415.667,-69.0,-27.0,4.0,-64.0,-64.0,24.0
United Kingdom,2020-05-05,2982.0,4398,272.0,597,419.67400000000004,-70.0,-25.0,4.0,-64.0,-64.0,25.0
United Kingdom,2020-05-06,3389.0,4210,726.0,562,430.369,-69.0,-22.0,16.0,-62.0,-63.0,25.0
United Kingdom,2020-05-07,3682.0,4061,647.0,544,439.899,-67.0,-15.0,16.0,-62.0,-63.0,25.0
United Kingdom,2020-05-08,3827.0,3830,458.0,519,446.64599999999996,-75.0,-28.0,14.0,-68.0,-77.0,30.0
United Kingdom,2020-05-09,3767.0,3659,579.0,502,455.175,-78.0,-29.0,-6.0,-62.0,-48.0,17.0
United Kingdom,2020-05-10,3063.0,3419,275.0,458,459.226,-80.0,-37.0,-38.0,-68.0,-45.0,14.0
United Kingdom,2020-05-11,2157.0,3266,217.0,453,462.42199999999997,-67.0,-25.0,-8.0,-64.0,-62.0,24.0
United Kingdom,2020-05-12,2329.0,3173,187.0,441,465.17699999999996,-68.0,-23.0,7.0,-62.0,-62.0,24.0
United Kingdom,2020-05-13,3586.0,3201,614.0,425,474.221,-68.0,-23.0,6.0,-62.0,-61.0,25.0
United Kingdom,2020-05-14,3402.0,3161,447.0,396,480.806,-67.0,-21.0,28.0,-61.0,-61.0,23.0
United Kingdom,2020-05-15,3307.0,3087,352.0,381,485.991,-69.0,-21.0,21.0,-60.0,-60.0,24.0
United Kingdom,2020-05-16,2628.0,2924,350.0,348,491.147,-74.0,-25.0,5.0,-58.0,-43.0,15.0
United Kingdom,2020-05-17,2526.0,2847,411.0,368,497.20099999999996,-74.0,-29.0,27.0,-55.0,-39.0,12.0
United Kingdom,2020-05-18,2079.0,2836,67.0,346,498.18800000000005,-63.0,-20.0,36.0,-59.0,-59.0,22.0
United Kingdom,2020-05-19,1838.0,2766,146.0,341,500.339,-64.0,-18.0,51.0,-57.0,-59.0,22.0
United Kingdom,2020-05-20,2589.0,2624,500.0,324,507.704,-64.0,-16.0,68.0,-56.0,-59.0,22.0
United Kingdom,2020-05-21,3052.0,2574,328.0,307,512.536,-64.0,-16.0,51.0,-58.0,-59.0,23.0
United Kingdom,2020-05-22,2718.0,2490,273.0,296,516.557,-66.0,-18.0,14.0,-59.0,-58.0,24.0
United Kingdom,2020-05-23,2574.0,2482,291.0,288,520.844,-72.0,-23.0,-12.0,-59.0,-41.0,15.0
United Kingdom,2020-05-24,2062.0,2416,220.0,260,524.0840000000001,-71.0,-25.0,38.0,-52.0,-36.0,11.0
United Kingdom,2020-05-25,1527.0,2337,379.0,305,529.6669999999999,-64.0,-23.0,136.0,-60.0,-77.0,24.0
United Kingdom,2020-05-26,1364.0,2269,104.0,299,531.1990000000001,-60.0,-14.0,66.0,-55.0,-59.0,21.0
United Kingdom,2020-05-27,1624.0,2131,131.0,246,533.129,-61.0,-15.0,65.0,-55.0,-58.0,22.0
United Kingdom,2020-05-28,1672.0,1934,422.0,260,539.345,-60.0,-12.0,77.0,-55.0,-58.0,22.0
United Kingdom,2020-05-29,1835.0,1808,343.0,270,544.398,-62.0,-12.0,67.0,-53.0,-56.0,22.0
United Kingdom,2020-05-30,1760.0,1692,274.0,267,548.434,-69.0,-16.0,48.0,-49.0,-31.0,12.0
United Kingdom,2020-05-31,1527.0,1615,154.0,258,550.703,-67.0,-19.0,67.0,-45.0,-26.0,9.0
United Kingdom,2020-06-01,1125.0,1558,60.0,212,551.586,-56.0,-13.0,74.0,-51.0,-53.0,19.0
United Kingdom,2020-06-02,1079.0,1517,86.0,210,552.8530000000001,-59.0,-15.0,78.0,-51.0,-54.0,19.0
United Kingdom,2020-06-03,1441.0,1491,249.0,226,556.521,-62.0,-19.0,0.0,-57.0,-54.0,22.0
United Kingdom,2020-06-04,1484.0,1464,254.0,202,560.263,-61.0,-17.0,19.0,-56.0,-54.0,22.0
United Kingdom,2020-06-05,1356.0,1396,130.0,172,562.178,-63.0,-17.0,9.0,-56.0,-53.0,22.0
United Kingdom,2020-06-06,1243.0,1322,258.0,170,565.9780000000001,-70.0,-22.0,-17.0,-57.0,-33.0,14.0
United Kingdom,2020-06-07,1120.0,1264,143.0,168,568.085,-67.0,-23.0,22.0,-51.0,-28.0,10.0
United Kingdom,2020-06-08,801.0,1217,54.0,167,568.88,-56.0,-17.0,44.0,-54.0,-52.0,19.0
United Kingdom,2020-06-09,721.0,1166,47.0,162,569.572,-58.0,-17.0,56.0,-53.0,-52.0,20.0
United Kingdom,2020-06-10,1099.0,1117,195.0,154,572.445,-61.0,-19.0,-1.0,-58.0,-52.0,21.0
United Kingdom,2020-06-11,1158.0,1071,164.0,141,574.861,-59.0,-17.0,15.0,-58.0,-52.0,21.0
United Kingdom,2020-06-12,1199.0,1048,76.0,133,575.98,-61.0,-17.0,6.0,-57.0,-51.0,21.0
United Kingdom,2020-06-13,1017.0,1016,131.0,115,577.91,-65.0,-17.0,41.0,-49.0,-24.0,11.0
United Kingdom,2020-06-14,1052.0,1006,107.0,110,579.486,-63.0,-20.0,65.0,-46.0,-19.0,8.0
United Kingdom,2020-06-15,890.0,1019,27.0,106,579.884,-46.0,-14.0,63.0,-50.0,-50.0,18.0
United Kingdom,2020-06-16,822.0,1033,29.0,104,580.311,-50.0,-13.0,53.0,-51.0,-50.0,19.0
United Kingdom,2020-06-17,1043.0,1025,120.0,93,582.0790000000001,-52.0,-14.0,34.0,-52.0,-50.0,19.0
United Kingdom,2020-06-18,1102.0,1017,110.0,85,583.6990000000001,-54.0,-15.0,8.0,-56.0,-52.0,20.0
United Kingdom,2020-06-19,1013.0,991,67.0,84,584.686,-53.0,-11.0,20.0,-52.0,-50.0,19.0
United Kingdom,2020-06-20,1027.0,992,84.0,77,585.923,-57.0,-10.0,49.0,-43.0,-20.0,9.0
United Kingdom,2020-06-21,986.0,983,71.0,72,586.969,-58.0,-17.0,37.0,-44.0,-14.0,7.0
United Kingdom,2020-06-22,687.0,954,31.0,73,587.4259999999999,-45.0,-13.0,72.0,-49.0,-51.0,17.0
United Kingdom,2020-06-23,639.0,928,14.0,71,587.632,-48.0,-10.0,90.0,-48.0,-51.0,17.0
United Kingdom,2020-06-24,896.0,907,94.0,67,589.0169999999999,-49.0,-8.0,98.0,-47.0,-49.0,17.0
United Kingdom,2020-06-25,886.0,876,87.0,64,590.298,-49.0,-6.0,102.0,-47.0,-49.0,17.0
United Kingdom,2020-06-26,778.0,842,99.0,68,591.757,-51.0,-9.0,50.0,-48.0,-49.0,18.0
United Kingdom,2020-06-27,721.0,799,77.0,67,592.891,-59.0,-15.0,-7.0,-49.0,-24.0,11.0
United Kingdom,2020-06-28,671.0,754,40.0,63,593.48,-56.0,-19.0,22.0,-46.0,-17.0,8.0
United Kingdom,2020-06-29,649.0,748,31.0,63,593.937,-45.0,-14.0,22.0,-50.0,-49.0,17.0
United Kingdom,2020-06-30,446.0,721,21.0,64,594.246,-45.0,-12.0,34.0,-50.0,-48.0,17.0
United Kingdom,2020-07-01,730.0,697,53.0,58,595.0269999999999,-47.0,-13.0,34.0,-49.0,-48.0,17.0
United Kingdom,2020-07-02,617.0,658,97.0,59,596.456,-47.0,-11.0,39.0,-49.0,-48.0,17.0
United Kingdom,2020-07-03,651.0,640,41.0,51,597.06,-49.0,-12.0,20.0,-49.0,-47.0,18.0
United Kingdom,2020-07-04,602.0,623,49.0,47,597.7819999999999,-51.0,-15.0,13.0,-41.0,-18.0,8.0
United Kingdom,2020-07-05,579.0,610,32.0,46,598.253,-48.0,-18.0,53.0,-37.0,-14.0,6.0
United Kingdom,2020-07-06,401.0,575,19.0,44,598.533,-36.0,-11.0,76.0,-43.0,-48.0,14.0
United Kingdom,2020-07-07,555.0,590,11.0,43,598.695,-40.0,-12.0,52.0,-45.0,-48.0,16.0
United Kingdom,2020-07-08,704.0,587,54.0,43,599.49,-42.0,-14.0,29.0,-47.0,-47.0,16.0
United Kingdom,2020-07-09,597.0,584,57.0,37,600.33,-42.0,-12.0,38.0,-46.0,-47.0,16.0
United Kingdom,2020-07-10,693.0,590,31.0,36,600.7869999999999,-41.0,-10.0,67.0,-40.0,-46.0,14.0
United Kingdom,2020-07-11,715.0,606,34.0,34,601.2869999999999,-47.0,-12.0,69.0,-32.0,-14.0,6.0
United Kingdom,2020-07-12,565.0,604,17.0,31,601.538,-43.0,-15.0,103.0,-27.0,-10.0,3.0
United Kingdom,2020-07-13,442.0,610,9.0,30,601.67,-35.0,-11.0,71.0,-42.0,-48.0,14.0
United Kingdom,2020-07-14,361.0,582,10.0,30,601.818,-36.0,-11.0,73.0,-43.0,-48.0,15.0
United Kingdom,2020-07-15,726.0,585,44.0,28,602.466,-33.0,-13.0,52.0,-47.0,-46.0,15.0
United Kingdom,2020-07-16,685.0,598,26.0,24,602.849,-31.0,-10.0,85.0,-45.0,-45.0,14.0
United Kingdom,2020-07-17,772.0,609,24.0,23,603.202,-33.0,-10.0,93.0,-41.0,-44.0,13.0
United Kingdom,2020-07-18,704.0,607,26.0,22,603.585,-40.0,-13.0,61.0,-35.0,-14.0,5.0
United Kingdom,2020-07-19,569.0,608,9.0,21,603.7180000000001,-35.0,-16.0,78.0,-32.0,-10.0,3.0
United Kingdom,2020-07-20,493.0,615,11.0,21,603.88,-25.0,-9.0,114.0,-42.0,-48.0,13.0
United Kingdom,2020-07-21,413.0,623,10.0,21,604.0269999999999,-28.0,-10.0,116.0,-43.0,-48.0,13.0
United Kingdom,2020-07-22,793.0,632,25.0,18,604.396,-29.0,-11.0,89.0,-44.0,-46.0,14.0
United Kingdom,2020-07-23,751.0,642,17.0,17,604.646,-30.0,-9.0,81.0,-45.0,-47.0,14.0
United Kingdom,2020-07-24,773.0,642,9.0,15,604.779,-32.0,-12.0,95.0,-40.0,-46.0,13.0
United Kingdom,2020-07-25,731.0,646,32.0,16,605.25,-40.0,-16.0,25.0,-37.0,-15.0,6.0
United Kingdom,2020-07-26,667.0,660,15.0,17,605.471,-33.0,-17.0,78.0,-30.0,-9.0,3.0
United Kingdom,2020-07-27,421.0,649,8.0,16,605.589,-29.0,-14.0,40.0,-46.0,-51.0,14.0
United Kingdom,2020-07-28,371.0,643,3.0,15,605.633,-26.0,-10.0,100.0,-42.0,-48.0,14.0
United Kingdom,2020-07-29,70.0,540,21.0,15,605.942,-25.0,-10.0,107.0,-41.0,-48.0,13.0
United Kingdom,2020-07-30,763.0,542,34.0,17,606.443,-23.0,-7.0,120.0,-41.0,-48.0,13.0
United Kingdom,2020-07-31,846.0,552,0.0,16,606.443,-29.0,-11.0,120.0,-37.0,-48.0,11.0
United Kingdom,2020-08-01,880.0,574,20.0,14,606.738,-36.0,-14.0,72.0,-30.0,-14.0,4.0
United Kingdom,2020-08-02,771.0,588,13.0,14,606.929,-28.0,-15.0,93.0,-27.0,-9.0,2.0
United Kingdom,2020-08-03,743.0,634,5.0,13,607.003,-15.0,-11.0,115.0,-39.0,-49.0,11.0
United Kingdom,2020-08-04,928.0,714,1.0,13,607.018,-19.0,-13.0,89.0,-42.0,-49.0,13.0
United Kingdom,2020-08-05,670.0,800,18.0,13,607.283,-16.0,-13.0,86.0,-43.0,-48.0,13.0
United Kingdom,2020-08-06,891.0,818,14.0,10,607.489,-23.0,-10.0,120.0,-42.0,-48.0,12.0
United Kingdom,2020-08-07,950.0,833,18.0,12,607.754,-28.0,-12.0,114.0,-39.0,-48.0,11.0
United Kingdom,2020-08-08,871.0,832,12.0,11,607.931,-35.0,-14.0,92.0,-31.0,-13.0,3.0
United Kingdom,2020-08-09,758.0,830,3.0,10,607.975,-28.0,-15.0,103.0,-27.0,-8.0,1.0
United Kingdom,2020-08-10,1062.0,875,5.0,10,608.049,-11.0,-11.0,118.0,-40.0,-48.0,11.0
United Kingdom,2020-08-11,816.0,859,18.0,12,608.314,-13.0,-11.0,118.0,-41.0,-48.0,12.0
United Kingdom,2020-08-12,1148.0,928,13.0,11,608.505,-14.0,-11.0,100.0,-42.0,-47.0,12.0
United Kingdom,2020-08-13,1009.0,944,20.0,12,608.8,-24.0,-10.0,89.0,-43.0,-48.0,13.0
United Kingdom,2020-08-14,1129.0,970,18.0,12,609.065,-26.0,-12.0,76.0,-39.0,-46.0,12.0
United Kingdom,2020-08-15,1440.0,1051,11.0,12,609.227,-33.0,-15.0,50.0,-33.0,-13.0,4.0
United Kingdom,2020-08-16,1077.0,1097,3.0,12,609.271,-29.0,-18.0,52.0,-32.0,-10.0,3.0
United Kingdom,2020-08-17,1040.0,1094,5.0,12,609.345,-9.0,-13.0,84.0,-40.0,-48.0,11.0
France,2020-02-01,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,2020-02-02,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,2020-02-03,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,2020-02-04,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,2020-02-05,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,2020-02-06,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,2020-02-07,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,2020-02-08,5.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,2020-02-09,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,2020-02-10,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,2020-02-11,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,2020-02-12,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,2020-02-13,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,2020-02-14,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,2020-02-15,0.0,0,1.0,0,0.015,-2.0,-1.0,23.0,12.0,-2.0,-1.0
France,2020-02-16,0.0,0,0.0,0,0.015,6.0,2.0,9.0,7.0,-1.0,-1.0
France,2020-02-17,1.0,0,0.0,0,0.015,1.0,2.0,16.0,-6.0,-15.0,4.0
France,2020-02-18,0.0,0,0.0,0,0.015,5.0,2.0,36.0,-4.0,-14.0,3.0
France,2020-02-19,0.0,0,0.0,0,0.015,-4.0,-3.0,18.0,-6.0,-12.0,2.0
France,2020-02-20,0.0,0,0.0,0,0.015,-2.0,-1.0,29.0,-4.0,-15.0,3.0
France,2020-02-21,0.0,0,0.0,0,0.015,-1.0,-2.0,28.0,0.0,-15.0,3.0
France,2020-02-22,0.0,0,0.0,0,0.015,-6.0,-2.0,31.0,14.0,-5.0,-1.0
France,2020-02-23,0.0,0,0.0,0,0.015,8.0,7.0,30.0,12.0,-1.0,-1.0
France,2020-02-24,0.0,0,0.0,0,0.015,3.0,3.0,45.0,-1.0,-15.0,3.0
France,2020-02-25,0.0,0,0.0,0,0.015,1.0,1.0,23.0,-3.0,-14.0,4.0
France,2020-02-26,2.0,0,0.0,0,0.015,-5.0,-2.0,9.0,-5.0,-12.0,3.0
France,2020-02-27,3.0,0,1.0,0,0.031,-5.0,-1.0,1.0,-5.0,-15.0,4.0
France,2020-02-28,21.0,3,0.0,0,0.031,-1.0,1.0,15.0,0.0,-15.0,4.0
France,2020-02-29,19.0,6,0.0,0,0.031,-7.0,1.0,-12.0,4.0,-5.0,1.0
France,2020-03-01,43.0,12,0.0,0,0.031,1.0,4.0,-13.0,2.0,1.0,0.0
France,2020-03-02,30.0,16,0.0,0,0.031,-6.0,3.0,-9.0,-4.0,-5.0,3.0
France,2020-03-03,48.0,23,1.0,0,0.046,-1.0,5.0,8.0,-4.0,-4.0,2.0
France,2020-03-04,34.0,28,1.0,0,0.061,-6.0,2.0,1.0,-6.0,-3.0,2.0
France,2020-03-05,73.0,38,0.0,0,0.061,-8.0,0.0,-15.0,-6.0,-5.0,3.0
France,2020-03-06,138.0,55,3.0,0,0.107,-2.0,2.0,-1.0,-1.0,-4.0,3.0
France,2020-03-07,190.0,79,2.0,1,0.138,-4.0,1.0,7.0,1.0,0.0,1.0
France,2020-03-08,103.0,88,1.0,1,0.153,0.0,2.0,-1.0,-2.0,-1.0,1.0
France,2020-03-09,410.0,142,9.0,2,0.29100000000000004,-5.0,2.0,2.0,-5.0,-1.0,2.0
France,2020-03-10,286.0,176,11.0,3,0.46,-5.0,1.0,1.0,-6.0,-1.0,2.0
France,2020-03-11,372.0,224,3.0,4,0.506,-6.0,2.0,17.0,-5.0,0.0,1.0
France,2020-03-12,497.0,285,15.0,6,0.735,-8.0,5.0,5.0,-7.0,-1.0,1.0
France,2020-03-13,595.0,350,13.0,7,0.935,-8.0,17.0,4.0,-8.0,-2.0,3.0
France,2020-03-14,785.0,435,18.0,10,1.21,-21.0,1.0,-1.0,-16.0,-5.0,5.0
France,2020-03-15,838.0,540,12.0,11,1.3940000000000001,-38.0,23.0,15.0,-21.0,-9.0,3.0
France,2020-03-16,924.0,613,36.0,15,1.946,-43.0,46.0,-15.0,-39.0,-36.0,13.0
France,2020-03-17,1210.0,745,21.0,16,2.267,-68.0,-15.0,-40.0,-61.0,-55.0,24.0
France,2020-03-18,1097.0,849,27.0,20,2.681,-83.0,-45.0,-53.0,-76.0,-67.0,29.0
France,2020-03-19,1404.0,979,69.0,28,3.738,-82.0,-41.0,-56.0,-78.0,-71.0,32.0
France,2020-03-20,1861.0,1159,128.0,44,5.699,-83.0,-42.0,-66.0,-80.0,-71.0,36.0
France,2020-03-21,1617.0,1278,78.0,53,6.894,-88.0,-54.0,-78.0,-82.0,-58.0,24.0
France,2020-03-22,1847.0,1422,112.0,67,8.61,-86.0,-64.0,-80.0,-84.0,-55.0,18.0
France,2020-03-23,1559.0,1513,112.0,78,10.325999999999999,-81.0,-41.0,-64.0,-82.0,-73.0,32.0
France,2020-03-24,3838.0,1889,186.0,101,13.175,-83.0,-45.0,-65.0,-82.0,-74.0,34.0
France,2020-03-25,2446.0,2081,240.0,132,16.852,-84.0,-48.0,-67.0,-83.0,-73.0,32.0
France,2020-03-26,2931.0,2299,231.0,155,20.391,-84.0,-46.0,-67.0,-83.0,-74.0,34.0
France,2020-03-27,3922.0,2594,365.0,189,25.983,-84.0,-46.0,-68.0,-84.0,-73.0,37.0
France,2020-03-28,3809.0,2907,299.0,220,30.564,-87.0,-56.0,-76.0,-83.0,-59.0,25.0
France,2020-03-29,4611.0,3302,319.0,250,35.451,-88.0,-72.0,-82.0,-87.0,-56.0,18.0
France,2020-03-30,2599.0,3450,292.0,276,39.924,-84.0,-47.0,-66.0,-83.0,-74.0,33.0
France,2020-03-31,4376.0,3527,418.0,309,46.328,-90.0,-38.0,-61.0,-82.0,-74.0,33.0
France,2020-04-01,7578.0,4260,499.0,346,53.973,-90.0,-39.0,-62.0,-81.0,-71.0,31.0
France,2020-04-02,4861.0,4536,509.0,385,61.771,-90.0,-36.0,-62.0,-82.0,-73.0,33.0
France,2020-04-03,2116.0,4278,471.0,401,68.987,-86.0,-38.0,-66.0,-82.0,-72.0,37.0
France,2020-04-04,5233.0,4482,2004.0,644,99.68799999999999,-88.0,-45.0,-73.0,-80.0,-57.0,24.0
France,2020-04-05,4267.0,4432,1053.0,749,115.82,-85.0,-62.0,-73.0,-82.0,-53.0,17.0
France,2020-04-06,1873.0,4329,518.0,781,123.756,-83.0,-37.0,-61.0,-81.0,-72.0,31.0
France,2020-04-07,3912.0,4262,833.0,841,136.518,-82.0,-35.0,-61.0,-80.0,-72.0,32.0
France,2020-04-08,3777.0,3719,1417.0,972,158.227,-84.0,-37.0,-63.0,-80.0,-70.0,30.0
France,2020-04-09,3881.0,3579,541.0,976,166.515,-83.0,-32.0,-61.0,-80.0,-71.0,32.0
France,2020-04-10,4286.0,3889,1341.0,1101,187.05900000000003,-83.0,-34.0,-64.0,-81.0,-71.0,36.0
France,2020-04-11,4342.0,3762,987.0,955,202.18,-86.0,-39.0,-74.0,-79.0,-55.0,23.0
France,2020-04-12,3114.0,3597,635.0,896,211.908,-83.0,-58.0,-76.0,-82.0,-50.0,17.0
France,2020-04-13,1613.0,3560,561.0,902,220.503,-91.0,-80.0,-68.0,-88.0,-89.0,38.0
France,2020-04-14,2673.0,3383,574.0,865,229.297,-79.0,-22.0,-59.0,-78.0,-70.0,31.0
France,2020-04-15,5497.0,3629,762.0,771,240.97099999999998,-82.0,-32.0,-59.0,-78.0,-68.0,29.0
France,2020-04-16,2633.0,3451,1438.0,899,263.001,-81.0,-31.0,-58.0,-78.0,-69.0,31.0
France,2020-04-17,2641.0,3216,753.0,815,274.53700000000003,-81.0,-33.0,-62.0,-79.0,-68.0,35.0
France,2020-04-18,405.0,2653,761.0,783,286.19599999999997,-86.0,-46.0,-73.0,-78.0,-52.0,23.0
France,2020-04-19,2569.0,2575,642.0,784,296.031,-85.0,-65.0,-77.0,-81.0,-49.0,17.0
France,2020-04-20,785.0,2457,395.0,760,302.08299999999997,-79.0,-40.0,-61.0,-78.0,-68.0,30.0
France,2020-04-21,2051.0,2368,547.0,756,310.46299999999997,-79.0,-37.0,-59.0,-77.0,-68.0,31.0
France,2020-04-22,2667.0,1964,531.0,723,318.598,-81.0,-38.0,-58.0,-76.0,-65.0,28.0
France,2020-04-23,1827.0,1849,544.0,596,326.932,-79.0,-34.0,-55.0,-76.0,-67.0,30.0
France,2020-04-24,1653.0,1708,516.0,562,334.837,-79.0,-35.0,-58.0,-77.0,-66.0,33.0
France,2020-04-25,1773.0,1903,389.0,509,340.79699999999997,-84.0,-43.0,-70.0,-76.0,-49.0,22.0
France,2020-04-26,1537.0,1756,369.0,470,346.45,-83.0,-58.0,-68.0,-77.0,-43.0,16.0
France,2020-04-27,461.0,1709,242.0,448,350.157,-76.0,-36.0,-56.0,-76.0,-65.0,28.0
France,2020-04-28,1195.0,1587,437.0,432,356.852,-77.0,-34.0,-60.0,-76.0,-65.0,28.0
